Steven Gerrard pays high price for starting his farewell tour so early | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/steven-gerrard-farewell-liverpool-red-card, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427138397137/Steven-Gerrard-Liverpool-003.jpg, 2015-03-23T17:46:00-0400, Steven Gerrard-Liverpool
Real Madrid suspend club member after Gareth Bale’s car targeted | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/real-madrid-suspend-member-gareth-bale-car-attacked, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427146585695/Gareth-Bale-Real-Madrid-003.jpg, 2015-03-23T17:38:42-0400, Real Madrid-Gareth Bale-Carlo Ancelotti-La Liga-European club football
Minnesota United expected to be named MLS expansion club this week | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/minnesota-united-expected-to-be-named-mls-expansion-club-this-week, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427139056540/b991e9b5-b050-4721-b63e-c68102d965bf-300x180.jpeg, 2015-03-23T16:20:34-0400, MLS-US sports-Minnesota-NASL (North American Soccer League)
Tottenham’s Ryan Mason called up by England after Adam Lallana injury | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/tottenham-ryan-mason-england-adam-lallana-injury, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427141209950/Ryan-Mason-Tottenham-Hots-003.jpg, 2015-03-23T16:07:59-0400, England-Tottenham Hotspur-Italy-Euro 2016 qualifiers-Daniel Sturridge
Liverpool’s Martin Skrtel charged over stamp on David de Gea | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/liverpool-martin-skrtel-fa-charge-manchester-united, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Sport/Pix/pictures/2015/3/23/1427136697969/Manchester-Uniteds-David--003.jpg, 2015-03-23T14:56:14-0400, Liverpool-Manchester United-Steven Gerrard
Gareth Bale’s car reportedly attacked by Real Madrid fans after Barcelona loss | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/real-madrid-gareth-bale-jese-fans-attack-clasico-barcelona, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427111503678/Gareth-Bale-006.jpg, 2015-03-23T14:49:25-0400, Real Madrid-Gareth Bale-Barcelona-La Liga-European club football
Uefa announces prize money up by a third as clubs share £1.64bn | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/uefa-football-champions-league-europa-cash-boost-revenue-sepp-blatter-congress, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Sport/Pix/pictures/2015/3/23/1427135269033/Sepp-Blatter-003.jpg, 2015-03-23T14:42:56-0400, Uefa-Champions League-Europa League-Dynamo Kyiv-Zenit St Petersburg
Greg Dyke uses Kane but top clubs to resist changes on homegrown talent | Owen Gibson | Football | The Guardian, http://www.theguardian.com/football/blog/2015/mar/23/dfgfd-dfgdf-fgdh, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427134099304/Harry-Kane-England-003.jpg, 2015-03-23T14:05:00-0400, England-The FA-Greg Dyke-Football politics
FA chief Greg Dyke plans to get tough on overseas-player quotas | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/greg-dyke-fa-overseas-player-quotas, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/gallery/2015/3/23/1427127466297/Greg-Dyke-003.jpg, 2015-03-23T14:00:07-0400, The FA-Greg Dyke-Premier League-England-Football politics
Could Lucien Favre be Pep Guardiola’s future Bayern replacement? | Raphael Honigstein | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/lucian-favre-bayern-munich-borussia-monchengladbach, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Clubs/Club_Home/2015/3/23/1427129931495/Borussia-M-nchengladbach-003.jpg, 2015-03-23T12:59:50-0400, Bundesliga-Borussia Mönchengladbach-Bayern Munich-European club football
Davor Suker: is he doing more for himself than for Croatian football? | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/davor-suker-serbia-croatia-uefa, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427119284638/Davor-Suker-005.jpg, 2015-03-23T12:49:45-0400, Uefa
Why Juan Mata is a matchwinner and not a dangerous adornment | Barney Ronay | Football | The Guardian, http://www.theguardian.com/football/blog/2015/mar/23/juan-mata-manchester-united-louis-van-gaal, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427128168600/Manchester-Uniteds-Juan-M-005.jpg, 2015-03-23T12:35:47-0400, Juan Mata-Manchester United-Louis van Gaal
The Fiver | An unfortunate case of superhero syndrome | Jacob Steinberg | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/steven-gerrard-timezone-stamp, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427125886352/8b9e5d70-ba81-4e22-8ee0-b05d2179f5ed-300x180.jpeg, 2015-03-23T12:18:32-0400, <no tags>
Talking points: Roy Hodgson’s chance to experiment with England | Dominic Fifield | Football | The Guardian, http://www.theguardian.com/football/blog/2015/mar/23/roy-hodgson-england-lithuania-qualifier-italy-friendly, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/gallery/2015/3/23/1427125293610/roy-hodgson-003.jpg, 2015-03-23T11:45:59-0400, England-Roy Hodgson-Euro 2016 qualifiers-Euro 2016-Friendlies
Rangers agree interest-free £1.5m loan with the Three Bears investors | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/rangers-interest-free-loan-three-bears-investors-mike-ashley, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427123541169/Dave-King-006.jpg, 2015-03-23T11:15:00-0400, Rangers-Scottish Championship-Mike Ashley
Diego Costa to undergo tests to assess if Chelsea striker is fit for Spain duty | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/diego-costa-withdrawn-spain-football-team-euro-2016-qualifier, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427118211637/Diego-Costa-006.jpg, 2015-03-23T09:45:21-0400, Diego Costa-Spain-Euro 2016 qualifiers-Euro 2016-Chelsea
Liverpool’s Daniel Sturridge a major England doubt with hip injury | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/liverpool-daniel-sturridge-england-doubt-lithuania-italy, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427116234829/Daniel-Sturridge-005.jpg, 2015-03-23T09:13:56-0400, Daniel Sturridge-England-Liverpool-Euro 2016-Euro 2016 qualifiers
Liverpool midfielder Adam Lallana out of England squad with groin injury | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/liverpool-adam-lallana-england-lithuania-italy, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427113811917/Adam-Lallana-005.jpg, 2015-03-23T08:32:06-0400, England-Liverpool-Euro 2016 qualifiers-Euro 2016
Shaun Derry sacked as manager of Notts County after poor run of form | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/notts-county-shaun-derry-sacked-league-one, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427113685817/Shaun-Derry-006.jpg, 2015-03-23T08:30:06-0400, Notts County-League One
Blackpool chairman Karl Oyston charged by FA over text row with fan | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/blackpool-chairman-karl-oyston-charged-calling-fan-massive-retard, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Football/Pix/pictures/2015/3/23/1427112574237/Blackpool-chairman-Karl-O-006.jpg, 2015-03-23T08:20:40-0400, Blackpool-Championship
Genoa face Fifa ire over non-payment to W Connection for Zaine Pierre | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/genoa-fifa-w-connection-zaine-pierre-st-lucia-football, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Sport/Pix/columnists/2015/3/23/1427112264520/FIFA-Executive-Committee--003.jpg, 2015-03-23T08:11:36-0400, Genoa-Serie A-European club football-Trinidad and Tobago
Footballer Clarke Carlisle admits drink-driving offence | UK news | The Guardian, http://www.theguardian.com/uk-news/2015/mar/23/footballer-clarke-carlisle-admits-drink-driving-offence, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427111661248/e7df2792-1d6b-4040-a4f2-904abb856f24-300x180.jpeg, 2015-03-23T08:08:20-0400, Crime-Clarke Carlisle
 Win (home) tickets to West Bromwich Albion v QPR | Football | theguardian.com , http://www.theguardian.com/football/competition/2015/mar/23/win-tickets-west-bromwich-albion-qpr, <no image>, 2015-03-23T08:00EDT, <no tags>
 Win (home) tickets to Crystal Palace v Manchester City in the Premier League | Football | theguardian.com , http://www.theguardian.com/football/competition/2015/mar/23/crystal-palace-manchester-city-tickets-competition, <no image>, 2015-03-23T08:00EDT, <no tags>
Lazio’s Felipe Anderson lights up surreal Sunday with his ‘dance rock’ style | Paolo Bandini | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/lazio-felipe-anderson-serie-a, i.guim.co.uk/media/w-300/h--/q-95/03a0f72a2b571ef0ebffbfceaac920f771f12ccd/0_314_2093_1256/500.jpg, 2015-03-23T07:51:52-0400, Lazio-Serie A-European club football
Luis Suárez embodies Barcelona’s evolution in victory against Real Madrid | Sid Lowe | Football | The Guardian, http://www.theguardian.com/football/blog/2015/mar/23/barcelona-real-madrid-luis-suarez, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427111217401/Luis-Su-rez-003.jpg, 2015-03-23T07:45:47-0400, Barcelona-Real Madrid-Luis Suárez-La Liga-European club football
Hull City deserved to win over Chelsea says Steve Bruce - video | Football | The Guardian, http://www.theguardian.com/football/video/2015/mar/23/hull-city-chelsea-steve-bruce-video, <no image>, 2015-03-23T07:40:25-0400, Hull City-Steve Bruce-Premier League-Chelsea
Chelsea’s José Mourinho confident of Premier League title – video | Football | The Guardian, http://www.theguardian.com/football/video/2015/mar/23/chelsea-jose-mourinho-premier-league-video, <no image>, 2015-03-23T07:38:56-0400, Chelsea-José Mourinho-Premier League-Hull City
Manchester United’s Louis van Gaal relieved after beating Liverpool - video | Football | The Guardian, http://www.theguardian.com/football/video/2015/mar/23/manchester-united-louis-van-gaal-liverpool-video, <no image>, 2015-03-23T06:49:27-0400, Manchester United-Louis van Gaal-Juan Mata-Liverpool-Premier League
Liverpool’s Brendan Rodgers: Steven Gerrard has apologised for stamping on Ander Herrera – video | Football | The Guardian, http://www.theguardian.com/football/video/2015/mar/23/liverpool-brendan-rodgers-steven-gerrard-ander-herrera-video, <no image>, 2015-03-23T06:40:27-0400, Liverpool-Brendan Rodgers-Steven Gerrard-Premier League-Manchester United
Intelligent Michael Carrick sets tone and tempo for Manchester United at Anfield | Michael Cox | Football | The Guardian, http://www.theguardian.com/football/blog/2015/mar/23/michael-carrick-manchester-united-anfield, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Sport/Pix/columnists/2015/3/22/1427050899558/Michael-Carrick-003.jpg, 2015-03-23T06:00:06-0400, Premier League-Liverpool-Manchester United
Steven Gerrard sent off for stamp on Ander Herrera – brick-by-brick video | Football | The Guardian, http://www.theguardian.com/football/video/2015/mar/23/steven-gerrard-sent-off-stamp-herrera-brick-by-brick-video, <no image>, 2015-03-23T05:46:00-0400, Steven Gerrard-Liverpool-Manchester United
Football transfer rumours: Paul Pogba off to Manchester City? | Football | The Guardian, http://www.theguardian.com/football/2015/mar/23/transfer-rumours-raheem-sterling-manchester-city, i.guim.co.uk/media/w-300/h--/q-95/4016ea19027c350ba69afd35b77979c63bc91b86/0_119_3500_2101/500.jpg, 2015-03-23T05:18:01-0400, Raheem Sterling-Liverpool-Manchester City
Is effort more valuable than talent in MLS? | Sport | The Guardian, http://www.theguardian.com/sport/blog/2015/mar/23/is-effort-outperforming-talent-in-mls-soccer, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Guardian/Pix/pictures/2015/3/23/1427076423931/80c8f234-18b0-478d-ad4c-a9d9befa6ba6-300x180.jpeg, 2015-03-23T05:00:06-0400, MLS-US sports
Premier League: 10 talking points from this weekend’s action | Football | The Guardian, http://www.theguardian.com/football/blog/2015/mar/23/premier-league-10-talking-points-weekend, i.guim.co.uk/static/w-300/h--/q-95/sys-images/Sport/Pix/pictures/2015/3/22/1427060303685/Premier-League-talking-po-006.jpg, 2015-03-23T04:19:31-0400, Premier League-West Ham United-Swansea City-Arsenal-Southampton
